StockCode,Description,Sentiment,Confidence
22049,WRAP CHRISTMAS SCREEN PRINT,Neutral,0.8646
84926B,SCOTTS ROSES TILE COASTER,Neutral,0.8083
21464,DISCO BALL ROTATOR BATTERY OPERATED,Neutral,0.847
20668,DISCO BALL CHRISTMAS DECORATION,Neutral,0.8225
22340,NOEL GARLAND PAINTED ZINC ,Neutral,0.8234
21009,ETCHED GLASS STAR TREE DECORATION,Neutral,0.8012
84562B,BLUE/WHITE RIBBED MELAMINE JUG,Neutral,0.8968
22198,"POPCORN HOLDER , LARGE",Neutral,0.7544
21558,SKULL LUNCHBOX WITH CUTLERY ,Neutral,0.7767
75049L,LARGE CIRCULAR MIRROR MOBILE,Neutral,0.8455
21192,WHITE BELL HONEYCOMB PAPER ,Neutral,0.7963
22148,EASTER CRAFT 4 CHICKS ,Neutral,0.7786
84078A,SET/4 WHITE RETRO STORAGE CUBES ,Neutral,0.8555
20780,BLACK EAR MUFF HEADPHONES,Neutral,0.8152
20772,GARDEN PATH JOURNAL,Neutral,0.8111
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,Neutral,0.8445
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,Neutral,0.8756
84925E,FLOWERS WALL THERMOMETER,Neutral,0.7746
84925A,WAKE UP COCKEREL WALL THERMOMETER,Neutral,0.6527
21739,COSY SLIPPER SHOES SMALL GREEN,Neutral,0.7952
21328,BALLOONS  WRITING SET ,Neutral,0.8071
47503F,ASS FLORAL PRINT TORCH,Neutral,0.7686
90042B,FRESHWATER PEARL BRACELET PINK,Neutral,0.7891
90042A,FRESHWATER PEARL BRACELET GOLD,Neutral,0.7441
84989A,75 GREEN FAIRY CAKE CASES,Neutral,0.751
84279B,CHERRY BLOSSOM DECORATIVE FLASK,Neutral,0.7927
20865,PATCHWORK PENCIL CASE BUTTERFLY ,Neutral,0.7532
85113,POLKA DOT PISTACHIO PAIL,Neutral,0.6834
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,Neutral,0.8113
20976,12 PENCILS SMALL TUBE POSY,Neutral,0.8264
85049F,BABY BOOM RIBBONS ,Neutral,0.5495
20991,JAZZ HEARTS MAGNETIC MEMO PAD,Neutral,0.8399
20761,BLUE PAISLEY SKETCHBOOK,Neutral,0.7935
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,Neutral,0.8309
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,Neutral,0.8988
21078,SET/20 STRAWBERRY PAPER NAPKINS ,Neutral,0.8673
21981,PACK OF 12 WOODLAND TISSUES ,Neutral,0.8615
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,Neutral,0.7675
17109A,FLOWER FAIRY INCENSE LILY,Neutral,0.7991
17109C,FLOWER FAIRY INCENSE ROSE,Neutral,0.776
20998,ROSE DU SUD OVEN GLOVE,Neutral,0.7769
21645,ASSORTED TUTTI FRUTTI ROUND BOX,Neutral,0.7834
21026,SPACE OWL,Neutral,0.7812
79328,BLUE FLOCK GLASS CANDLEHOLDER,Neutral,0.7881
22344,PARTY PIZZA DISH PINK+WHITE SPOT ,Neutral,0.79
22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,Neutral,0.7949
22345,PARTY PIZZA DISH BLUE+WHITE SPOT ,Neutral,0.8218
22343,PARTY PIZZA DISH RED WHITE SPOT ,Neutral,0.8367
17084R,ASSORTED INCENSE PACK,Neutral,0.5235
21838,DADDY MOUSE RED GINGHAM BOW TIE,Neutral,0.7535
21983,PACK OF 12 BLUE PAISLEY TISSUES ,Neutral,0.8353
85135A,YELLOW DRAGONFLY HELICOPTER,Neutral,0.8152
85135B,BLUE DRAGONFLY HELICOPTER,Neutral,0.7752
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,Neutral,0.8793
72796B,S/3 FRENCH VANILLA SQU CANDLE,Neutral,0.8711
85035C,ROSE 3 WICK MORRIS BOX CANDLE,Neutral,0.8576
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,Neutral,0.8659
20869,GOLD FABRIC MIRROR,Neutral,0.7802
79190B,RETRO PLASTIC POLKA TRAY,Neutral,0.795
90214S,"LETTER ""S"" BLING KEY RING",Neutral,0.8141
90214J,"LETTER ""J"" BLING KEY RING",Neutral,0.8424
16258B,DAISY ERASERS IN BAG,Neutral,0.7602
20986,BLUE CALCULATOR RULER,Neutral,0.7858
20985,HEART CALCULATOR,Neutral,0.7109
37348,SET OF 4 PASTEL STACKING MUGS,Neutral,0.8756
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,Neutral,0.8686
22279,POCKET BAG BLUE PAISLEY RED SPOT,Neutral,0.7695
21557,SET OF 6 FUNKY BEAKERS,Neutral,0.5876
21992,VINTAGE PAISLEY STATIONERY SET,Neutral,0.8771
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,Neutral,0.8067
85221,ASSORTED COLOUR SILK COIN PURSE,Neutral,0.772
84526,GIANT BLACK SUNGLASSES,Neutral,0.728
22096,PINK PAISLEY SQUARE TISSUE BOX ,Neutral,0.7845
85088,CANDY SPOT HAND BAG,Neutral,0.7089
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,Neutral,0.8474
21933,PINK VINTAGE PAISLEY PICNIC BAG,Neutral,0.8022
21932,SCANDINAVIAN PAISLEY PICNIC BAG,Neutral,0.8448
84532B,FAIRY CAKES RECTANGLUAR BOXES,Neutral,0.7582
21249,WOODLAND  HEIGHT CHART STICKERS ,Neutral,0.7963
21935,SUKI  SHOULDER BAG,Neutral,0.749
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,Negative,0.6473
21663,VINTAGE GLASS SUGAR CADDY,Neutral,0.7586
72811,SMALL ZINC/GLASS CANDLEHOLDER,Neutral,0.8744
22175,PINK OWL SOFT TOY,Positive,0.5495
22176,BLUE OWL SOFT TOY,Neutral,0.5199
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,Neutral,0.8199
84597C,RETRO PINK BALL ASHTRAY ,Neutral,0.8435
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,Neutral,0.7851
84925C,FAIRY CAKES  WALL THERMOMETER,Neutral,0.7614
82552,WASHROOM METAL SIGN,Neutral,0.8321
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,Neutral,0.8739
21102,"CANDLE IN JAR COLLAGE , VANILLA",Neutral,0.8297
20621,ECONOMY PASSPORT COVER ,Neutral,0.8111
21312,LARGE CHUNKY GLASS ROMAN BOWL,Neutral,0.8197
20714,POSY SHOPPER BAG,Neutral,0.6588
84926C,FAIRY CAKES TILE COASTER,Neutral,0.7675
21617,4 LILY  BOTANICAL DINNER CANDLES,Neutral,0.8784
22123,PING MICROWAVE APRON,Neutral,0.836
22313,OFFICE MUG WARMER PINK,Neutral,0.8589
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Neutral,0.7353
21253,SET OF PICTURE FRAME  STICKERS,Neutral,0.7543
47580,TEA TIME DES TEA COSY,Neutral,0.7105
35599B,BLACK CHRISTMAS TREE 120CM,Neutral,0.8691
84968E,S/16 VINTAGE BLACK CUTLERY,Neutral,0.887
84660C,PINK STITCHED WALL CLOCK,Neutral,0.7649
79065A,TEATIME ROUND CAKE TINS ,Neutral,0.7691
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Neutral,0.8737
71053,WHITE METAL LANTERN,Neutral,0.8025
22354,RETRO SPOT PADDED SEAT CUSHION,Neutral,0.8705
84623,PINK GINGHAM ROSE FLOOR CUSHION,Neutral,0.8052
84619,BLUE GINGHAM ROSE QUILT ,Neutral,0.7333
21628,TRIANGULAR POUFFE VINTAGE ,Neutral,0.7449
79321,CHILLI LIGHTS,Neutral,0.6175
79320, FLAMINGO LIGHTS,Neutral,0.5863
22227,"DECORATION, HANGING HEART+MIRROR ",Neutral,0.7486
84405A,S/3 PINK COL METAL BASKET W HANDLE,Neutral,0.8923
21729,SMALL MARAKESH METAL  LANTERN ,Neutral,0.8463
20889,JARDIN DE FEMME SCENTED CANDLE,Neutral,0.7772
21327,SKULLS WRITING SET ,Neutral,0.8132
21425,SKULLS STORAGE BOX LARGE,Neutral,0.769
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,Neutral,0.8609
21135,VICTORIAN  METAL POSTCARD SPRING,Neutral,0.8659
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,Neutral,0.7822
21007,ETCHED GLASS DROPLET DECORATION,Neutral,0.7457
79329,PINK FLOCK GLASS CANDLEHOLDER,Neutral,0.8364
22208,WOOD STAMP SET THANK YOU,Positive,0.9093
22135,LADLE LOVE HEART PINK,Positive,0.8797
21115,ROSE CARAVAN DOORSTOP,Neutral,0.8251
82616A,BUBBLE GUM SCARF KNITTING KIT,Negative,0.8371
16012,FOOD/DRINK SPUNGE STICKERS,Neutral,0.8364
84249D,FAIRY CAKE GREETINGS CARD,Neutral,0.7981
22200,FRYING PAN PINK POLKADOT ,Neutral,0.7871
22202,MILK PAN PINK RETROSPOT,Neutral,0.876
11001,ASSTD DESIGN RACING CAR PEN,Neutral,0.6999
79192A,RETRO PLASTIC 70'S TRAY,Neutral,0.8522
22046,TEA PARTY  WRAPPING PAPER ,Neutral,0.7807
17033,"BROCADE PURSE,SMALL ARCH BUTTON",Neutral,0.7193
21883,STARS GIFT TAPE ,Neutral,0.7799
21882,SKULLS TAPE,Negative,0.4749
21884,CAKES AND BOWS GIFT  TAPE,Neutral,0.8092
21881,CUTE CATS TAPE,Positive,0.834
21880,RED AND WHITE SPOT TAPE,Neutral,0.8101
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,Neutral,0.7901
22331,WOODLAND PARTY BAG + STICKER SET,Neutral,0.8683
21012,ANTIQUE ALL GLASS CANDLESTICK,Neutral,0.7877
85097B,BLUE ROCKING SINGING CANARY,Positive,0.6339
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,Neutral,0.8053
21507,"ELEPHANT, BIRTHDAY CARD, ",Neutral,0.8171
22157,ANGEL DECORATION WITH LACE PADDED,Neutral,0.8453
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,Positive,0.8811
21519,GIN & TONIC DIET GREETING CARD ,Neutral,0.8365
21518,BANK ACCOUNT  GREETING  CARD ,Neutral,0.8098
84600,NEW BAROQUE JEWELLERY BOX ,Neutral,0.8202
84510C,SET OF 4 POLKADOTS COASTERS,Neutral,0.8577
17109B,FLOWER FAIRY INCENSE LAVENDER,Neutral,0.7868
20669,RED HEART LUGGAGE TAG,Neutral,0.7565
21681,GIANT MEDINA STAMPED METAL BOWL ,Neutral,0.8185
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,Neutral,0.8596
10138,ASSORTED COLOUR JUMBO PEN,Neutral,0.7384
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,Neutral,0.8518
84510F,SET OF 4 NEW ENGLAND COASTERS ,Neutral,0.8748
20736,PINK MINI TAPE MEASURE ,Neutral,0.7983
35961,FOLKART ZINC HEART CHRISTMAS DEC,Neutral,0.6346
85162C,WHITE RETRODISC LAMPSHADE,Neutral,0.8045
17129D,CLEAR COLOUR GLASS GEMS IN BAG,Neutral,0.824
47579,TEA TIME BREAKFAST BASKET,Neutral,0.8582
21337,SILVER WASHBAG,Neutral,0.7178
72484,ROSES IN WHITE HEART CANDLE ,Neutral,0.7691
37494A,FAIRY CAKE CERAMIC BUTTER DISH,Neutral,0.7756
20906,VINTAGE NOTEBOOK BEAUTY GIRL,Positive,0.6293
85032A,ROMANTIC IMAGES GIFT WRAP SET,Neutral,0.8282
85018D,YULETIDE IMAGES S/6 PAPER BOXES,Neutral,0.8687
84708B,PINK JEWELLED PHOTO FRAME ,Neutral,0.5138
21391,FRENCH EMROIDR LAVENDER SCENT HEART,Neutral,0.7929
90035C,"PEARL & SHELL 42""NECKL. IVORY",Neutral,0.823
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,Neutral,0.7585
21077,SET/20 WOODLAND PAPER NAPKINS ,Neutral,0.872
90035B,"PEARL & SHELL 42""NECKL. PINK",Neutral,0.8642
21694,SMALL REGAL  SILVER CANDLEPOT ,Neutral,0.7955
79163,BLACK CHAMPAGNE GLASS,Neutral,0.8562
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,Neutral,0.8867
85230G,ORANGE VOTIVE CANDLE,Neutral,0.7372
72024U,LILAC VOTIVE CANDLE,Neutral,0.8024
84969,ASSORTED COLOUR SET 6 TEASPOONS,Neutral,0.8348
22309,TEA COSY RED  STRIPE,Neutral,0.7709
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,Neutral,0.8117
21973,SET OF 36 MUSHROOM PAPER DOILIES,Neutral,0.8786
35918B,BLUE FLORIBUNDA EGG WARMER,Neutral,0.7354
85032D,YULETIDE IMAGES GIFT WRAP SET,Neutral,0.8708
20990,SPRING FLOWER CHOPSTICKS SET/5,Neutral,0.8811
35914,PINK CHICK EGG WARMER + EGG CUP,Neutral,0.7259
21679,SKULLS  STICKERS,Neutral,0.605
47590A,BLUE HAPPY BIRTHDAY BUNTING,Positive,0.9604
35610B,BLACK CHRISTMAS FLOCK DROPLET ,Neutral,0.8344
21820,GLITTER HEART GARLAND WITH BELLS ,Neutral,0.6838
85164B,BLACK BAROQUE CUCKOO CLOCK,Neutral,0.8302
85168B,BLACK BAROQUE CARRIAGE CLOCK,Neutral,0.8655
85168A,WHITE BAROQUE CARRIAGE CLOCK,Neutral,0.8166
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,Neutral,0.8293
84795E,RIO PINK STRIPE HAMMOCK,Neutral,0.8235
21937,STRAWBERRY   PICNIC BAG,Neutral,0.7818
22047,EMPIRE GIFT WRAP,Neutral,0.7672
21251,DINOSAUR HEIGHT CHART STICKER SET,Neutral,0.8713
21676,FLOWERS  STICKERS,Neutral,0.6897
85226A,WHITE/BLUE PULL BACK RACING CAR,Neutral,0.8699
78056,CAMOUFLAGE BACKPACK ON WHEELS,Neutral,0.8765
21146,ANTIQUE GLASS RIDGED HANGING BALL,Neutral,0.8214
22084,PAPER CHAIN KIT EMPIRE,Neutral,0.771
85177,BASKET OF FLOWERS SEWING KIT,Negative,0.5473
22097,SWALLOW SQUARE TISSUE BOX,Neutral,0.7878
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,Neutral,0.7618
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,Neutral,0.7697
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,Neutral,0.8208
85136A,YELLOW SHARK HELICOPTER,Neutral,0.8268
84874B,BLUE TRAVEL FIRST AID KIT,Neutral,0.8769
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,Neutral,0.7367
20818,GOLD TEDDY BEAR,Neutral,0.7311
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,Neutral,0.9036
21725,SWEETIES  STICKERS,Neutral,0.6905
85185C,COW  SOCK PUPPET,Negative,0.8043
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,Neutral,0.7875
84497,BUTTONS AND STRIPES NOTEBOOK ,Neutral,0.7981
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,Neutral,0.8342
47592A,CAROUSEL DES CHILD'S OVERALL,Neutral,0.6772
47593B,SCOTTIES DESIGN BABY BIB,Neutral,0.7321
21158,MOODY GIRL DOOR HANGER ,Neutral,0.781
47420,ASSORTED COLOUR SUCTION CUP HOOK,Neutral,0.7363
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,Neutral,0.836
37506,NEW ENGLAND MILK JUG W GIFT BOX,Neutral,0.8826
37508,NEW ENGLAND CERAMIC CAKE SERVER,Neutral,0.8383
22129,PARTY CONES CANDY TREE DECORATION,Neutral,0.865
21632,VINTAGE PINK DECORATIVE PARASOL,Neutral,0.8063
47503G,ASS FLORAL PRINT TAPE MEASURE,Neutral,0.8129
84620,BLUE GINGHAM ROSE CUSHION COVER,Neutral,0.8192
22341,LOVE GARLAND PAINTED ZINC ,Positive,0.6295
22342,HOME GARLAND PAINTED ZINC ,Neutral,0.8078
72818,CHRISTMAS DECOUPAGE CANDLE,Neutral,0.8101
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,Neutral,0.8479
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",Neutral,0.8304
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,Neutral,0.8811
90148,LONG SILVER NECKLACE PASTEL FLOWER,Neutral,0.7991
90139,FLOWER BROOCH 4 ASSORTED COLOURS,Neutral,0.8297
90203,SILVER CHARM NECKLACE 70CM,Neutral,0.8026
90180A,BLACK+WHITE NECKLACE W TASSEL,Neutral,0.8821
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,Neutral,0.7503
90155,RESIN NECKLACE W PASTEL BEADS,Neutral,0.8052
84688,BEACH HUT DESIGN BLACKBOARD,Neutral,0.877
21390,FILIGRIS HEART WITH BUTTERFLY,Neutral,0.8024
35809B,ENAMEL BLUE RIM TEA CONTAINER,Neutral,0.8424
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,Neutral,0.8368
90214A,"LETTER ""A"" BLING KEY RING",Neutral,0.8139
22061,LARGE CAKE STAND  HANGING STRAWBERY,Neutral,0.8497
21972,SET OF 36 DINOSAUR PAPER DOILIES,Neutral,0.873
21211,SET OF 72 SKULL PAPER  DOILIES,Neutral,0.7921
90002E,FLOWER BURST SILVER RING GREEN,Neutral,0.7553
90002B,FLOWER BURST SILVER RING ROSE,Neutral,0.785
90002D,FLOWER BURST SILVER RING CRYSTAL,Neutral,0.806
90002C,FLOWER BURST SILVER RING MIDN'T BLU,Neutral,0.7616
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,Neutral,0.727
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,Neutral,0.8634
90072,RUBY DROP CHANDELIER EARRINGS,Neutral,0.7989
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,Neutral,0.8334
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,Neutral,0.8941
47570,ENGLISH ROSE TABLE CLOTH,Neutral,0.859
84247K,"FOLK ART GREETING CARD,pack/12",Neutral,0.8849
21704,BAG 250g SWIRLY MARBLES,Neutral,0.8371
21468,BUTTERFLY CROCHET FOOD COVER,Neutral,0.7459
85185F,LION SOCK PUPPET,Neutral,0.7269
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,Neutral,0.8392
47556,SET/2 SPOTTY + ROSE TEA TOWELS ,Neutral,0.832
22210,WOOD STAMP SET BEST WISHES,Positive,0.5321
84558A,3D DOG PICTURE PLAYING CARDS,Neutral,0.8415
20980,36 PENCILS TUBE POSY,Neutral,0.7605
84818,DANISH ROSE PHOTO FRAME,Neutral,0.6358
21350,GINGHAM HEART WREATH,Neutral,0.6059
21010,ETCHED GLASS BIRD TREE DECORATION,Neutral,0.7191
71038,WHITE HANGING BEADS CANDLE HOLDER,Neutral,0.8704
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,Neutral,0.7393
21873,IF YOU CAN'T STAND THE HEAT MUG,Negative,0.8995
21872,GLAMOROUS  MUG,Negative,0.7644
21874,GIN AND TONIC MUG,Neutral,0.7657
72598,SET/12 TAPER CANDLES,Neutral,0.8165
21358,TOAST ITS - HAPPY BIRTHDAY,Positive,0.9577
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,Neutral,0.8093
16202B,PASTEL BLUE PHOTO ALBUM ,Neutral,0.7932
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,Positive,0.5213
35965,FOLKART HEART NAPKIN RINGS,Neutral,0.7201
46775B,BERRIES CHUNKY KNITTED THROW ,Neutral,0.7759
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,Neutral,0.8423
85151,WELCOME METAL SIGN,Positive,0.7927
20693,FLORAL DINOSAUR GREEN,Neutral,0.7165
84705D,CHERRY BLOSSOM PHOTO FRAME ,Neutral,0.5327
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,Neutral,0.6766
84247J,PACK/12 RUSSIAN DOLL CARDS,Neutral,0.7741
35241,ENAMEL BLUE RIM BISCUIT BIN,Neutral,0.8091
84971S,SMALL HEART FLOWERS HOOK ,Neutral,0.6004
21494,ROTATING LEAVES T-LIGHT HOLDER,Neutral,0.8435
22265,EASTER DECORATION NATURAL CHICK,Neutral,0.8175
79030G,"TUMBLER, NEW ENGLAND",Neutral,0.8272
79030A,"TUMBLER, ENGLISH ROSE",Neutral,0.8216
21171,BATHROOM METAL SIGN ,Neutral,0.8086
85129C,BEADED CRYSTAL HEART BLUE SMALL,Neutral,0.6725
21384,IVORY HANGING DECORATION  BUTTERFLY,Neutral,0.8495
21388,IVORY HANGING DECORATION  CHICKEN,Neutral,0.8326
21444,BLUE CHALET BIRDFEEDER,Neutral,0.7427
84705A,ENGLISH ROSE PHOTO FRAME ,Neutral,0.58
85163A,WHITE BAROQUE WALL CLOCK ,Neutral,0.8231
85165,CANDY PINK FRENCH BOUDOIR CLOCK,Neutral,0.7951
35004P,SET OF 3 PINK FLYING DUCKS,Neutral,0.8225
85166A,WHITE METAL BAROQUE PHOTO FRAME,Neutral,0.8373
84705F,RED PEONY PHOTO FRAME ,Negative,0.6247
22054,MINI CAKE STAND HANGING HEARTS,Neutral,0.8619
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,Neutral,0.875
84690,S/2 BEACH HUT STOOLS,Neutral,0.8596
21282,NATURAL BARK CANDLE LARGE,Neutral,0.7128
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,Neutral,0.8906
85114C,RED ENCHANTED FOREST PLACEMAT,Neutral,0.8066
21193,WHITE HONEYCOMB PAPER FAN ,Neutral,0.8088
85080,PADDED RED HEART DECORATION,Neutral,0.7775
35603C,SET/16 WHITE SHINY & MATT BAUBLES,Neutral,0.9194
21824,PAINTED METAL STAR WITH HOLLY BELLS,Neutral,0.853
21823,PAINTED METAL HEART WITH HOLLY BELL,Neutral,0.8146
21803,CHRISTMAS TREE STAR DECORATION,Neutral,0.8316
20793,BLUE TILED TRAY,Neutral,0.7889
85031C,CURIOUS IMAGES SCRAP BOOK SET,Neutral,0.6758
79160,HEART SHAPE WIRELESS DOORBELL,Neutral,0.7124
20620,RED SPOTTY PASSPORT COVER,Neutral,0.7256
84750B,BLACK SMALL GLASS CAKE STAND,Neutral,0.879
84765,SILVER ROCOCO CANDELABRA,Neutral,0.7841
21846,PINK DIAMANTE PEN IN GIFT BOX,Neutral,0.8209
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,Neutral,0.897
35471A,SET OF 3 BIRD L.BLUE FEATHER,Neutral,0.8496
47563A,RETRO LONGBOARD IRONING BOARD COVER,Neutral,0.8745
20783,HEART EAR MUFF HEADPHONES,Neutral,0.67
21267,VINTAGE PINK TINSEL REEL ,Neutral,0.7846
85031A,ROMANTIC IMAGES SCRAP BOOK SET,Neutral,0.6939
82553,POP'S GREASY SPOON METAL SIGN,Positive,0.5117
21944,KITTENS DESIGN FLANNEL,Neutral,0.7737
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",Neutral,0.805
85025C,PINK HEART SHAPE PHOTO FRAME,Negative,0.5117
37464,ROBOT MUG IN DISPLAY BOX,Neutral,0.7841
35911A,MULTICOLOUR RABBIT EGG WARMER,Neutral,0.8085
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,Neutral,0.7241
82011B,BATHROOM SCALES RUBBER DUCKS,Neutral,0.8067
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,Neutral,0.873
20618,QUEEN OF THE SKIES PASSPORT COVER ,Neutral,0.815
85185B,PINK HORSE SOCK PUPPET,Neutral,0.7594
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,Neutral,0.7875
21555,CERAMIC STRAWBERRY TRINKET TRAY,Neutral,0.8241
22260,FELT EGG COSY BLUE RABBIT ,Neutral,0.7467
37327,ASSTD MULTICOLOUR CIRCLES MUG,Neutral,0.7845
84875A,PINK SQUARE COMPACT MIRROR,Neutral,0.8169
35821P,"JEWELLED DECORATION,PINK",Neutral,0.8258
18098C,PORCELAIN BUTTERFLY OIL BURNER,Neutral,0.7326
62018,SOMBRERO ,Neutral,0.6786
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,Neutral,0.7877
90129C,GREEN GLASS TASSLE BAG CHARM,Neutral,0.7311
35653,VINTAGE BEAD NOTEBOOK,Neutral,0.7983
20988,TRELLIS FLOWER CHOPSTICKS SET/5,Neutral,0.8882
84572,6 HOOK JEWEL STAND LILAC DRESS,Neutral,0.8554
17084N,FAIRY DREAMS INCENSE ,Neutral,0.7134
21011,GLITTER SNOW PEAR TREE DECORATION,Neutral,0.8502
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,Neutral,0.8813
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,Neutral,0.8422
47569,ENGLISH ROSE DESIGN SHOPPING BAG,Neutral,0.882
17084G,MOON INCENSE,Neutral,0.6959
10080,GROOVY CACTUS INFLATABLE,Neutral,0.5401
21849,SILVER DIAMANTE PEN IN GIFT BOX,Neutral,0.8244
21851,LILAC DIAMANTE PEN IN GIFT BOX,Neutral,0.8052
20871,OPULENT VELVET SET/3 CANDLES,Neutral,0.8483
21118,SHOPPING BAG DOORSTOP,Neutral,0.812
35751D,PINK CURRENT CANDLE RING,Neutral,0.8678
35968,FOLK ART METAL HEART T-LIGHT HOLDER,Neutral,0.8379
72038P,PRICE'S CANDLE PEACH,Neutral,0.7141
72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",Neutral,0.8421
35015,JACOBS LADDER SMALL,Neutral,0.8221
90014C,SILVER/BLACK ORBIT NECKLACE,Neutral,0.8755
20819,SILVER TEDDY BEAR,Neutral,0.7532
16202E,BLACK PHOTO ALBUM ,Neutral,0.7796
16201B,PASTEL BLUE PHOTO ALBUM,Neutral,0.8265
16201A,PASTEL PINK PHOTO ALBUM,Neutral,0.8433
20696,FLORAL SOFT CAR TOY,Neutral,0.7664
85089,CANDY SPOT BUNNY,Neutral,0.6644
21249,WOOD ANIMALS HEIGHT CHART STICKERS ,Neutral,0.8133
40046A,RED DAISY PAPER LAMPSHADE,Neutral,0.7786
22182,CAKE STAND VICTORIAN FILIGREE SMALL,Neutral,0.8215
16202C,BEIGE PHOTO ALBUM,Neutral,0.8087
85224,ASSORTED COLOUR SILK GLASSES CASE,Neutral,0.741
22078,RIBBON REEL LACE DESIGN ,Neutral,0.7944
85007,SET OF 3 VINTAGE TEA TIME BOXES,Neutral,0.8832
22314,OFFICE MUG WARMER CHOC+BLUE,Neutral,0.8368
22311,OFFICE MUG WARMER BLACK+SILVER ,Neutral,0.8574
21076,SET/20 COLLAGE PAPER NAPKIN ,Neutral,0.8389
22059,CERAMIC STRWBERRY DESIGN MUG,Neutral,0.8319
84569D,PACK 6 HEART/ICE-CREAM PATCHES,Neutral,0.8837
22209,WOOD STAMP SET HAPPY BIRTHDAY,Positive,0.9786
21402,RED  EGG  SPOON,Neutral,0.6935
21403,BLUE EGG  SPOON,Neutral,0.7023
21285,RETRO SPOT CANDLE  MEDIUM,Neutral,0.8481
21134,VICTORIAN METAL POSTCARD CHRISTMAS,Neutral,0.8615
17136A,BLUE STONES ON WIRE FOR CANDLE,Neutral,0.8274
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,Neutral,0.838
21144,PINK POODLE HANGING DECORATION ,Neutral,0.7963
22177,5 HOOK BLACKBOARD ORGANISER ,Neutral,0.8517
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,Neutral,0.7953
82607E,GLASS BONBON JAR. D'AMANDES,Neutral,0.7797
82607C,GLASS BONBON JAR. SUPERFINES,Neutral,0.6307
